SKU,COST,CURRENCY,CREATED_DATE
090689105738,124.49,USD,11/10/2023 9:20:26 PM
090689105745,396.49,USD,11/10/2023 9:20:26 PM
090689105875,291.49,USD,11/10/2023 9:20:28 PM
090689105967,41.75,USD,11/10/2023 9:20:27 PM
090689105981,396.49,USD,11/10/2023 9:20:26 PM
090689106001,56.34,USD,11/10/2023 9:20:27 PM
090689106520,403.99,USD,11/10/2023 9:20:27 PM
090689106926,276.49,USD,11/10/2023 9:20:26 PM
090689106933,276.49,USD,11/10/2023 9:20:29 PM
090689106995,403.99,USD,11/10/2023 9:20:27 PM
090689107015,396.49,USD,11/10/2023 9:20:28 PM
090689107077,403.99,USD,11/10/2023 9:20:27 PM
090689107114,403.99,USD,11/10/2023 9:20:28 PM
090689107305,34.96,USD,11/10/2023 9:20:27 PM
090689107312,221.27,USD,11/10/2023 9:20:26 PM
090689107336,39.629999999999995,USD,11/10/2023 9:20:26 PM
090689107596,411.49,USD,11/10/2023 9:20:28 PM
090689107633,396.49,USD,11/10/2023 9:20:28 PM
090689107657,411.49,USD,11/10/2023 9:20:28 PM
090689107695,396.49,USD,11/10/2023 9:20:28 PM
090689107701,396.49,USD,11/10/2023 9:20:28 PM
090689107749,396.49,USD,11/10/2023 9:20:27 PM
090689108111,298.99,USD,11/10/2023 9:20:27 PM
090689110671,396.49,USD,11/10/2023 9:20:28 PM
090689110701,403.99,USD,11/10/2023 9:20:29 PM
090689110756,403.99,USD,11/10/2023 9:20:27 PM
090689110893,396.49,USD,11/10/2023 9:20:28 PM
090689110923,403.99,USD,11/10/2023 9:20:27 PM
090689110954,276.49,USD,11/10/2023 9:20:28 PM
090689110978,276.49,USD,11/10/2023 9:20:28 PM
090689110985,276.49,USD,11/10/2023 9:20:28 PM
090689110992,16.35,USD,11/10/2023 9:20:27 PM
090689111340,471.49,USD,11/10/2023 9:20:29 PM
090689111357,471.49,USD,11/10/2023 9:20:28 PM
090689111555,291.49,USD,11/10/2023 9:20:29 PM
090689111630,276.49,USD,11/10/2023 9:20:29 PM
090689111647,471.49,USD,11/10/2023 9:20:28 PM
090689111654,411.49,USD,11/10/2023 9:20:29 PM
090689111838,74.28,USD,11/10/2023 9:20:28 PM
090689111852,276.49,USD,11/10/2023 9:20:28 PM
090689111876,276.49,USD,11/10/2023 9:20:28 PM
090689111906,276.49,USD,11/10/2023 9:20:28 PM
090689111944,276.49,USD,11/10/2023 9:20:29 PM
090689112033,276.49,USD,11/10/2023 9:20:28 PM
090689112101,291.49,USD,11/10/2023 9:20:28 PM
090689112316,411.49,USD,11/10/2023 9:20:29 PM
090689112392,114.42,USD,11/10/2023 9:20:29 PM
090689112408,481.77,USD,11/10/2023 9:20:29 PM
090689112415,344.08,USD,11/10/2023 9:20:28 PM
090689112439,1718.08,USD,11/10/2023 9:20:29 PM
090689112460,276.49,USD,11/10/2023 9:20:28 PM
090689112491,456.49,USD,11/10/2023 9:20:28 PM
090689112514,396.49,USD,11/10/2023 9:20:30 PM
090689112538,403.99,USD,11/10/2023 9:20:28 PM
090689112590,403.99,USD,11/10/2023 9:20:29 PM
090689112613,276.49,USD,11/10/2023 9:20:28 PM
090689112620,276.49,USD,11/10/2023 9:20:28 PM
090689112644,403.99,USD,11/10/2023 9:20:29 PM
090689112651,276.49,USD,11/10/2023 9:20:28 PM
090689112668,276.49,USD,11/10/2023 9:20:29 PM
090689112682,14.67,USD,11/10/2023 9:20:28 PM
090689112866,276.49,USD,11/10/2023 9:20:29 PM
090689112910,298.99,USD,11/10/2023 9:20:28 PM
090689113023,58.18,USD,11/10/2023 9:20:29 PM
090689113115,58.18,USD,11/10/2023 9:20:28 PM
090689113139,196.05,USD,11/10/2023 9:20:30 PM
090689113153,58.18,USD,11/10/2023 9:20:29 PM
090689113160,50.71,USD,11/10/2023 9:20:29 PM
090689113177,156.4,USD,11/10/2023 9:20:29 PM
090689113245,102.13,USD,11/10/2023 9:20:29 PM
090689113290,37.56,USD,11/10/2023 9:20:28 PM
090689113337,33.28,USD,11/10/2023 9:20:28 PM
090689113405,96.55,USD,11/10/2023 9:20:30 PM
090689113429,8209.9,USD,11/10/2023 9:20:29 PM
090689113481,30.01,USD,11/10/2023 9:20:28 PM
090689113498,58.18,USD,11/10/2023 9:20:29 PM
090689113511,53.04,USD,11/10/2023 9:20:29 PM
090689113542,83.43,USD,11/10/2023 9:20:29 PM
090689113597,196.06,USD,11/10/2023 9:20:29 PM
090689113733,238.64,USD,11/10/2023 9:20:29 PM
090689116161,276.49,USD,11/10/2023 9:20:30 PM
090689116314,58.99,USD,11/10/2023 9:20:30 PM
090689116321,456.49,USD,11/10/2023 9:20:30 PM
090689116871,276.49,USD,11/10/2023 9:20:30 PM
090689116895,276.49,USD,11/10/2023 9:20:31 PM
090689117069,403.99,USD,11/10/2023 9:20:30 PM
090689117182,403.99,USD,11/10/2023 9:20:30 PM
090689117311,43.17,USD,11/10/2023 9:20:31 PM
090689117335,506.27,USD,11/10/2023 9:20:30 PM
090689118080,403.99,USD,11/10/2023 9:20:34 PM
090689118103,276.49,USD,11/10/2023 9:20:29 PM
090689118141,411.49,USD,11/10/2023 9:20:30 PM
090689118202,396.49,USD,11/10/2023 9:20:30 PM
090689118387,111.39,USD,11/10/2023 9:20:30 PM
090689118448,718.99,USD,11/10/2023 9:20:29 PM
090689118455,718.99,USD,11/10/2023 9:20:31 PM
090689118479,718.99,USD,11/10/2023 9:20:31 PM
090689118486,718.99,USD,11/10/2023 9:20:31 PM
090689118509,650.75,USD,11/10/2023 9:20:30 PM
090689118646,718.99,USD,11/10/2023 9:20:31 PM
090689119971,49.85,USD,11/10/2023 9:20:30 PM
090689120274,24.91,USD,11/10/2023 9:20:30 PM
090689120854,425.43,USD,11/10/2023 9:20:30 PM
090689121301,276.49,USD,11/10/2023 9:20:31 PM
090689121820,920.88,USD,11/10/2023 9:20:29 PM
090689122674,396.49,USD,11/10/2023 9:20:30 PM
090689123176,2003.93,USD,11/10/2023 9:20:31 PM
090689123848,673.99,USD,11/10/2023 9:20:30 PM
10365601,97.97,USD,11/10/2023 9:20:29 PM
12748094685,109.79,USD,11/10/2023 9:20:31 PM
12748094791,19.69,USD,11/10/2023 9:20:30 PM
12748095903,224.93,USD,11/10/2023 9:20:31 PM
14957161Z,118.96,USD,11/10/2023 9:20:30 PM
190300113934,939.65,USD,11/10/2023 9:20:31 PM
190300119998,314.0,USD,11/10/2023 9:20:31 PM
190300120000,314.0,USD,11/10/2023 9:20:30 PM
190300122646,833.0,USD,11/10/2023 9:20:30 PM
190300180943,557.75,USD,11/10/2023 9:20:33 PM
190300181193,426.5,USD,11/10/2023 9:20:31 PM
190300181339,632.75,USD,11/10/2023 9:20:31 PM
190300181445,321.5,USD,11/10/2023 9:20:30 PM
190300181469,576.5,USD,11/10/2023 9:20:31 PM
190300181742,321.5,USD,11/10/2023 9:20:32 PM
190300182107,632.75,USD,11/10/2023 9:20:30 PM
190300182695,321.5,USD,11/10/2023 9:20:32 PM
190300182732,576.5,USD,11/10/2023 9:20:33 PM
190300182756,576.5,USD,11/10/2023 9:20:30 PM
190300182985,340.25,USD,11/10/2023 9:20:33 PM
190300183104,325.25,USD,11/10/2023 9:20:31 PM
190300183456,419.0,USD,11/10/2023 9:20:33 PM
190300183593,651.5,USD,11/10/2023 9:20:32 PM
190300184194,321.5,USD,11/10/2023 9:20:30 PM
190300210244,758.24,USD,11/10/2023 9:20:30 PM
190300237197,632.24,USD,11/10/2023 9:20:32 PM
190300284047,531.29,USD,11/10/2023 9:20:32 PM
190300304233,514.3,USD,11/10/2023 9:20:31 PM
190300472598,308.84,USD,11/10/2023 9:20:31 PM
190300474387,9619.96,USD,11/10/2023 9:20:31 PM
190300691081,314.0,USD,11/10/2023 9:20:32 PM
190300691173,314.0,USD,11/10/2023 9:20:31 PM
190300691210,321.5,USD,11/10/2023 9:20:31 PM
190300692828,314.0,USD,11/10/2023 9:20:31 PM
190300693535,340.25,USD,11/10/2023 9:20:30 PM
190300985616,314.0,USD,11/10/2023 9:20:32 PM
190300985807,314.0,USD,11/10/2023 9:20:30 PM
190300986224,235.25,USD,11/10/2023 9:20:32 PM
190300986255,235.25,USD,11/10/2023 9:20:31 PM
190300987368,321.5,USD,11/10/2023 9:20:34 PM
191209000059,114.93,USD,11/10/2023 9:20:30 PM
191209000127,128.01999999999998,USD,11/10/2023 9:20:34 PM
191209000172,66.8,USD,11/10/2023 9:20:32 PM
191209000622,83.57,USD,11/10/2023 9:20:33 PM
191209000677,374.71,USD,11/10/2023 9:20:32 PM
191209000714,121.46,USD,11/10/2023 9:20:31 PM
191209000752,115.92,USD,11/10/2023 9:20:32 PM
191209000769,57.7,USD,11/10/2023 9:20:32 PM
191209000776,57.92,USD,11/10/2023 9:20:31 PM
191209000967,426.26,USD,11/10/2023 9:20:32 PM
191209000974,131.22,USD,11/10/2023 9:20:31 PM
191209001216,64.22999999999999,USD,11/10/2023 9:20:31 PM
191209001247,144.22,USD,11/10/2023 9:20:32 PM
191209001520,474.6,USD,11/10/2023 9:20:31 PM
191209001551,142.4,USD,11/10/2023 9:20:31 PM
191209001605,101.2,USD,11/10/2023 9:20:34 PM
191209001629,396.11,USD,11/10/2023 9:20:34 PM
191209001636,62.05,USD,11/10/2023 9:20:34 PM
191209002343,179.89,USD,11/10/2023 9:20:32 PM
191209002725,54.99,USD,11/10/2023 9:20:31 PM
191209002770,22.52,USD,11/10/2023 9:20:31 PM
191209002978,102.74,USD,11/10/2023 9:20:31 PM
191209002985,135.97,USD,11/10/2023 9:20:32 PM
191209003258,408.54,USD,11/10/2023 9:20:31 PM
191209003395,60.94,USD,11/10/2023 9:20:32 PM
191209003517,200.5,USD,11/10/2023 9:20:32 PM
191209003685,268.82,USD,11/10/2023 9:20:31 PM
191209003708,222.25,USD,11/10/2023 9:20:32 PM
191209003845,186.26,USD,11/10/2023 9:20:34 PM
191209003951,1466.58,USD,11/10/2023 9:20:32 PM
191209003968,107.6,USD,11/10/2023 9:20:33 PM
191209003975,254.0,USD,11/10/2023 9:20:34 PM
191209003982,98.65,USD,11/10/2023 9:20:32 PM
191209004200,837.19,USD,11/10/2023 9:20:32 PM
191209004286,103.92,USD,11/10/2023 9:20:32 PM
191209004415,148.96,USD,11/10/2023 9:20:31 PM
191209004422,20.46,USD,11/10/2023 9:20:31 PM
191209004453,39.94,USD,11/10/2023 9:20:32 PM
191209004606,23.369999999999997,USD,11/10/2023 9:20:32 PM
191209004620,78.91,USD,11/10/2023 9:20:31 PM
191209004644,148.96,USD,11/10/2023 9:20:32 PM
191209004651,91.75,USD,11/10/2023 9:20:32 PM
191209004798,460.26,USD,11/10/2023 9:20:32 PM
191209004873,33.57,USD,11/10/2023 9:20:32 PM
191209004989,104.1,USD,11/10/2023 9:20:32 PM
191209005085,36.46,USD,11/10/2023 9:20:33 PM
191209005184,62.96,USD,11/10/2023 9:20:32 PM
191209005290,262.36,USD,11/10/2023 9:20:32 PM
191209005559,87.64,USD,11/10/2023 9:20:33 PM
191209005573,74.47999999999999,USD,11/10/2023 9:20:33 PM
191209005610,412.6,USD,11/10/2023 9:20:32 PM
191209005665,35.32,USD,11/10/2023 9:20:31 PM
191209005870,2555.44,USD,11/10/2023 9:20:32 PM
191209005993,376.79,USD,11/10/2023 9:20:32 PM
191209006129,555.33,USD,11/10/2023 9:20:32 PM
191209006228,27.39,USD,11/10/2023 9:20:32 PM
191209006389,244.96,USD,11/10/2023 9:20:33 PM
191209006440,208.4,USD,11/10/2023 9:20:32 PM
191209006808,413.0,USD,11/10/2023 9:20:32 PM
191209006990,17.18,USD,11/10/2023 9:20:33 PM
191209007331,35.58,USD,11/10/2023 9:20:33 PM
191209007591,740.52,USD,11/10/2023 9:20:32 PM
191209007614,122.13,USD,11/10/2023 9:20:32 PM
191209007805,75.39,USD,11/10/2023 9:20:32 PM
191209008079,139.86,USD,11/10/2023 9:20:34 PM
191209008468,20.69,USD,11/10/2023 9:20:32 PM
191209008512,294.5,USD,11/10/2023 9:20:32 PM
191209008543,58.66,USD,11/10/2023 9:20:33 PM
191209008826,253.2,USD,11/10/2023 9:20:32 PM
191209008857,208.39,USD,11/10/2023 9:20:33 PM
191209008925,293.96,USD,11/10/2023 9:20:32 PM
191209009267,1178.75,USD,11/10/2023 9:20:34 PM
191209009373,317.1,USD,11/10/2023 9:20:33 PM
191209009571,38.47,USD,11/10/2023 9:20:32 PM
191209009816,537.84,USD,11/10/2023 9:20:33 PM
191209010027,101.2,USD,11/10/2023 9:20:34 PM
191209010041,67.18,USD,11/10/2023 9:20:33 PM
191209010386,146.46,USD,11/10/2023 9:20:34 PM
191209010447,135.93,USD,11/10/2023 9:20:34 PM
191209010478,18.97,USD,11/10/2023 9:20:34 PM
191209010690,216.8,USD,11/10/2023 9:20:34 PM
191209010720,61.78,USD,11/10/2023 9:20:34 PM
191209010775,171.55,USD,11/10/2023 9:20:34 PM
191209010898,100.21,USD,11/10/2023 9:20:34 PM
191209011130,80.77,USD,11/10/2023 9:20:34 PM
191209011581,64.13,USD,11/10/2023 9:20:33 PM
191209011703,290.35,USD,11/10/2023 9:20:34 PM
191209011963,307.48,USD,11/10/2023 9:20:34 PM
191209011970,48.36,USD,11/10/2023 9:20:34 PM
191209012014,763.65,USD,11/10/2023 9:20:34 PM
191209012434,82.01,USD,11/10/2023 9:20:33 PM
191209012885,224.06,USD,11/10/2023 9:20:33 PM
191209012939,630.83,USD,11/10/2023 9:20:34 PM
191209013271,159.58,USD,11/10/2023 9:20:33 PM
191209013844,246.2,USD,11/10/2023 9:20:33 PM
191209013851,262.97,USD,11/10/2023 9:20:34 PM
191209013868,64.22999999999999,USD,11/10/2023 9:20:34 PM
191209013875,138.01999999999998,USD,11/10/2023 9:20:34 PM
191209013882,117.08,USD,11/10/2023 9:20:34 PM
191209014469,88.77,USD,11/10/2023 9:20:34 PM
191209014636,104.36,USD,11/10/2023 9:20:34 PM
191209014643,85.86,USD,11/10/2023 9:20:33 PM
191209014926,965.18,USD,11/10/2023 9:20:34 PM
191209015015,261.2,USD,11/10/2023 9:20:34 PM
191209015190,380.74,USD,11/10/2023 9:20:33 PM
191209015862,40.78,USD,11/10/2023 9:20:34 PM
191209015909,765.5,USD,11/10/2023 9:20:34 PM
191209015916,427.83,USD,11/10/2023 9:20:35 PM
191209016227,19.73,USD,11/10/2023 9:20:34 PM
191209016456,80.96,USD,11/10/2023 9:20:34 PM
191209016494,57.83,USD,11/10/2023 9:20:35 PM
191209016777,57.53,USD,11/10/2023 9:20:34 PM
191209016838,127.83,USD,11/10/2023 9:20:34 PM
191209016906,22.33,USD,11/10/2023 9:20:34 PM
191209017071,317.52,USD,11/10/2023 9:20:34 PM
191209017088,339.86,USD,11/10/2023 9:20:34 PM
191209017682,2562.82,USD,11/10/2023 9:20:34 PM
191209017736,6710.46,USD,11/10/2023 9:20:34 PM
191209017910,261.95,USD,11/10/2023 9:20:34 PM
191209017927,117.5,USD,11/10/2023 9:20:34 PM
191209017965,3106.25,USD,11/10/2023 9:20:35 PM
191209018306,80.96,USD,11/10/2023 9:20:35 PM
191209018344,66.88,USD,11/10/2023 9:20:35 PM
191209018412,57.39,USD,11/10/2023 9:20:34 PM
191209018443,88.16,USD,11/10/2023 9:20:36 PM
191209018498,68.39,USD,11/10/2023 9:20:34 PM
191209018535,217.99,USD,11/10/2023 9:20:36 PM
191209018641,1424.77,USD,11/10/2023 9:20:34 PM
191209018665,766.05,USD,11/10/2023 9:20:35 PM
191209018689,45.760000000000005,USD,11/10/2023 9:20:34 PM
191209019761,28.73,USD,11/10/2023 9:20:35 PM
191209019921,386.98,USD,11/10/2023 9:20:34 PM
191209019976,85.06,USD,11/10/2023 9:20:35 PM
191209020064,463.26,USD,11/10/2023 9:20:35 PM
191209020187,43.22,USD,11/10/2023 9:20:34 PM
191209020460,332.75,USD,11/10/2023 9:20:34 PM
191209020590,31.53,USD,11/10/2023 9:20:35 PM
191209020910,27.52,USD,11/10/2023 9:20:35 PM
191209021108,31.86,USD,11/10/2023 9:20:34 PM
191209021603,38.269999999999996,USD,11/10/2023 9:20:34 PM
191209021672,103.27,USD,11/10/2023 9:20:34 PM
191209022334,230.39,USD,11/10/2023 9:20:34 PM
191209022853,43.91,USD,11/10/2023 9:20:35 PM
191209023010,4435.99,USD,11/10/2023 9:20:36 PM
191209023355,66.53999999999999,USD,11/10/2023 9:20:34 PM
191209023362,255.62,USD,11/10/2023 9:20:36 PM
191209023454,338.98,USD,11/10/2023 9:20:35 PM
191209023720,224.39,USD,11/10/2023 9:20:36 PM
191209023751,624.53,USD,11/10/2023 9:20:35 PM
191209024055,219.23,USD,11/10/2023 9:20:36 PM
191209024253,60.37,USD,11/10/2023 9:20:35 PM
191209024321,356.81,USD,11/10/2023 9:20:35 PM
191209024475,668.02,USD,11/10/2023 9:20:35 PM
191209024574,23.75,USD,11/10/2023 9:20:34 PM
191209024598,217.52,USD,11/10/2023 9:20:36 PM
191209024840,937.41,USD,11/10/2023 9:20:35 PM
191209025069,169.17,USD,11/10/2023 9:20:36 PM
191209025311,80.99,USD,11/10/2023 9:20:36 PM
191209025465,24.04,USD,11/10/2023 9:20:36 PM
191209025663,1641.75,USD,11/10/2023 9:20:36 PM
191209025717,75.05,USD,11/10/2023 9:20:36 PM
191209025779,36.67,USD,11/10/2023 9:20:36 PM
191209025915,24.71,USD,11/10/2023 9:20:35 PM
191209026592,177.89,USD,11/10/2023 9:20:35 PM
191209026684,40.129999999999995,USD,11/10/2023 9:20:35 PM
191209026714,104.38,USD,11/10/2023 9:20:35 PM
191209026806,50.84,USD,11/10/2023 9:20:35 PM
191209027179,7938.92,USD,11/10/2023 9:20:36 PM
191209027216,77.31,USD,11/10/2023 9:20:35 PM
191209027254,68.8,USD,11/10/2023 9:20:37 PM
191209027278,28.09,USD,11/10/2023 9:20:36 PM
191209027483,288.77,USD,11/10/2023 9:20:35 PM
191209027629,152.83,USD,11/10/2023 9:20:37 PM
191209027643,404.76,USD,11/10/2023 9:20:36 PM
191209027759,125.96,USD,11/10/2023 9:20:37 PM
191209028015,108.77,USD,11/10/2023 9:20:36 PM
191209028022,233.3,USD,11/10/2023 9:20:36 PM
191209028039,233.3,USD,11/10/2023 9:20:36 PM
191209028138,80.97,USD,11/10/2023 9:20:36 PM
191209028152,74.28999999999999,USD,11/10/2023 9:20:35 PM
191209028244,44.129999999999995,USD,11/10/2023 9:20:37 PM
191209028831,59.84,USD,11/10/2023 9:20:37 PM
191209029005,55.76,USD,11/10/2023 9:20:37 PM
191209029289,29.54,USD,11/10/2023 9:20:36 PM
191209029319,91.21,USD,11/10/2023 9:20:36 PM
191209029326,87.69,USD,11/10/2023 9:20:36 PM
191209029357,108.31,USD,11/10/2023 9:20:37 PM
191209029524,168.66,USD,11/10/2023 9:20:36 PM
191209031770,248.49,USD,11/10/2023 9:20:37 PM
191209031817,78.95,USD,11/10/2023 9:20:36 PM